age,income,employment_type,credit_history_bad,prev_loans,loan_amount,loan_term_days,region,education,default
62.0,15818.0,безработный,0.0,2.0,2935,14,ЕКБ,среднее,1
37.0,60309.0,наемный,0.0,1.0,13307,14,НСК,среднее,0
69.0,27050.0,наемный,0.0,2.0,10126,30,ЕКБ,среднее,1
61.0,40596.0,наемный,0.0,3.0,7054,21,ЕКБ,высшее,1
62.0,6856.0,пенсионер,0.0,4.0,934,14,ЕКБ,среднее_специальное,0
51.0,20732.0,пенсионер,1.0,4.0,6481,21,ЕКБ,среднее_специальное,1
38.0,13113.0,студент,0.0,5.0,1316,14,СПб,среднее_специальное,1
65.0,30125.0,пенсионер,0.0,3.0,10349,14,ЕКБ,высшее,0
40.0,45890.0,наемный,0.0,0.0,21134,21,ЕКБ,высшее,0
23.0,43974.0,наемный,1.0,2.0,7743,14,НСК,среднее,0
,20804.0,безработный,0.0,2.0,5265,14,НСК,,0
30.0,15457.0,безработный,1.0,1.0,7211,7,ЕКБ,,1
66.0,29521.0,наемный,1.0,2.0,11263,14,СПб,среднее,0
40.0,21483.0,наемный,1.0,4.0,3311,21,Москва,среднее,0
26.0,5000.0,студент,1.0,3.0,1263,30,НСК,среднее,1
34.0,38653.0,наемный,0.0,0.0,15553,7,ЕКБ,неоконченное,0
19.0,,наемный,0.0,2.0,19224,14,Москва,среднее,1
36.0,58993.0,ИП,1.0,0.0,9572,14,НСК,среднее_специальное,0
36.0,58034.0,ИП,1.0,1.0,7253,30,НСК,высшее,0
24.0,43855.0,наемный,0.0,1.0,16343,14,НСК,среднее,1
59.0,22299.0,пенсионер,0.0,1.0,7662,7,ЕКБ,высшее,0
59.0,48105.0,наемный,1.0,0.0,5952,7,СПб,среднее_специальное,0
37.0,59793.0,наемный,0.0,1.0,29294,7,СПб,высшее,0
26.0,61907.0,наемный,0.0,0.0,12441,30,ЕКБ,среднее,0
34.0,15970.0,безработный,0.0,3.0,4062,21,ЕКБ,высшее,1
44.0,13368.0,студент,0.0,0.0,2286,14,СПб,среднее,0
64.0,40788.0,пенсионер,0.0,1.0,17596,30,НСК,среднее_специальное,0
19.0,8500.0,студент,1.0,1.0,4122,14,НСК,среднее_специальное,0
53.0,46791.0,наемный,0.0,5.0,8671,30,НСК,среднее,0
36.0,28648.0,наемный,1.0,6.0,6109,21,ЕКБ,среднее_специальное,1
34.0,36891.0,наемный,1.0,2.0,14114,7,НСК,среднее_специальное,0
22.0,51561.0,наемный,1.0,1.0,16043,14,НСК,среднее,1
56.0,17818.0,пенсионер,1.0,3.0,2530,30,,среднее,1
35.0,58719.0,ИП,0.0,4.0,27682,14,Москва,среднее_специальное,0
24.0,5000.0,студент,0.0,2.0,1722,30,ЕКБ,среднее,1
34.0,60057.0,наемный,1.0,2.0,13242,30,НСК,среднее_специальное,0
56.0,52630.0,наемный,0.0,1.0,15574,21,Москва,высшее,0
,41880.0,наемный,0.0,2.0,12568,7,СПб,высшее,0
57.0,45075.0,наемный,0.0,3.0,13980,7,НСК,высшее,0
62.0,43958.0,наемный,0.0,1.0,13140,21,СПб,высшее,0
21.0,53843.0,наемный,,1.0,17483,21,Москва,среднее_специальное,0
55.0,34811.0,наемный,0.0,0.0,8958,7,НСК,среднее_специальное,0
42.0,47322.0,наемный,1.0,0.0,7498,30,СПб,среднее,0
,50774.0,наемный,0.0,0.0,18574,30,ЕКБ,неоконченное,0
47.0,52153.0,наемный,0.0,0.0,21747,14,ЕКБ,неоконченное,0
29.0,17406.0,наемный,0.0,1.0,7596,21,НСК,высшее,0
21.0,34007.0,наемный,1.0,1.0,3699,14,НСК,среднее,0
41.0,29808.0,наемный,0.0,0.0,7805,7,ЕКБ,высшее,0
46.0,41495.0,наемный,1.0,4.0,20389,7,СПб,неоконченное,0
26.0,19839.0,наемный,,3.0,2480,21,ЕКБ,,1
21.0,19543.0,наемный,0.0,2.0,8095,14,НСК,неоконченное,0
68.0,61700.0,наемный,1.0,2.0,9282,21,Москва,высшее,0
41.0,66176.0,ИП,0.0,3.0,28446,21,,,0
31.0,61210.0,ИП,0.0,4.0,22579,14,НСК,среднее_специальное,1
22.0,28636.0,пенсионер,0.0,3.0,11168,7,ЕКБ,среднее,0
35.0,41463.0,наемный,0.0,3.0,20355,21,Москва,высшее,0
59.0,49973.0,наемный,0.0,3.0,23776,14,НСК,среднее,0
36.0,18675.0,пенсионер,0.0,3.0,4141,7,НСК,среднее,1
29.0,41866.0,наемный,1.0,2.0,10470,7,СПб,,0
35.0,17274.0,безработный,0.0,3.0,4540,7,Москва,среднее_специальное,0
34.0,29531.0,наемный,0.0,3.0,5086,7,ЕКБ,среднее_специальное,1
47.0,52769.0,наемный,0.0,2.0,13321,7,НСК,среднее_специальное,0
41.0,10543.0,безработный,0.0,1.0,5183,14,НСК,среднее,0
28.0,50174.0,наемный,0.0,3.0,14842,14,СПб,среднее_специальное,1
52.0,41149.0,наемный,0.0,2.0,19794,21,,неоконченное,0
40.0,56335.0,наемный,1.0,0.0,7243,14,НСК,неоконченное,0
34.0,29586.0,наемный,0.0,2.0,3423,21,Москва,среднее_специальное,0
18.0,29152.0,наемный,0.0,5.0,9624,30,СПб,среднее,0
32.0,30943.0,наемный,0.0,,12207,14,НСК,неоконченное,0
49.0,16332.0,безработный,0.0,3.0,3053,21,Москва,среднее,1
26.0,30414.0,безработный,1.0,3.0,9165,7,Москва,высшее,1
32.0,55930.0,наемный,1.0,1.0,25122,14,ЕКБ,среднее,0
45.0,5000.0,студент,1.0,1.0,2023,21,,неоконченное,1
41.0,42497.0,наемный,0.0,0.0,8190,30,НСК,среднее,1
52.0,7870.0,наемный,0.0,1.0,1839,21,СПб,среднее_специальное,1
39.0,32950.0,пенсионер,0.0,1.0,7325,14,,высшее,1
44.0,26181.0,безработный,0.0,2.0,10153,14,НСК,среднее,0
36.0,14597.0,безработный,0.0,3.0,7112,14,НСК,среднее_специальное,1
62.0,40839.0,наемный,0.0,2.0,8659,21,НСК,среднее_специальное,0
29.0,40736.0,наемный,0.0,3.0,13659,14,,среднее_специальное,0
37.0,17155.0,пенсионер,0.0,4.0,8498,14,ЕКБ,среднее,1
18.0,44317.0,наемный,0.0,4.0,7225,21,СПб,высшее,0
38.0,57685.0,ИП,1.0,2.0,20976,14,Москва,среднее_специальное,0
66.0,49302.0,наемный,0.0,0.0,11477,21,НСК,среднее,0
62.0,23863.0,пенсионер,0.0,5.0,11851,21,ЕКБ,среднее,0
18.0,31389.0,наемный,0.0,4.0,4504,30,ЕКБ,высшее,0
27.0,24641.0,наемный,0.0,1.0,6911,7,Москва,среднее,0
64.0,21359.0,наемный,0.0,2.0,4314,7,НСК,высшее,0
49.0,73125.0,ИП,0.0,0.0,8239,30,НСК,среднее,0
56.0,10422.0,безработный,0.0,2.0,5059,7,ЕКБ,неоконченное,0
39.0,43385.0,наемный,0.0,1.0,14198,14,СПб,среднее,0
35.0,77832.0,ИП,0.0,4.0,29600,7,СПб,среднее_специальное,0
65.0,34371.0,наемный,1.0,2.0,11964,30,СПб,,1
63.0,33725.0,наемный,0.0,3.0,5375,7,СПб,высшее,0
49.0,38678.0,наемный,0.0,1.0,6506,7,Москва,высшее,0
44.0,40294.0,наемный,0.0,2.0,14126,14,НСК,неоконченное,0
45.0,58875.0,наемный,,3.0,24252,14,НСК,высшее,0
35.0,55658.0,наемный,0.0,2.0,19170,21,ЕКБ,высшее,0
56.0,21208.0,безработный,0.0,2.0,6959,21,НСК,,1
,29494.0,безработный,1.0,4.0,11749,14,НСК,среднее_специальное,1
46.0,58217.0,ИП,0.0,0.0,11494,30,СПб,среднее,0
35.0,42991.0,наемный,0.0,1.0,16880,21,НСК,среднее_специальное,0
61.0,6984.0,студент,0.0,0.0,1847,7,ЕКБ,среднее,1
25.0,47096.0,ИП,0.0,6.0,17407,7,НСК,высшее,1
48.0,52038.0,наемный,1.0,1.0,10922,21,НСК,среднее_специальное,0
51.0,30316.0,пенсионер,0.0,1.0,4698,21,ЕКБ,среднее,0
24.0,40180.0,наемный,0.0,0.0,4486,30,,среднее_специальное,0
53.0,39975.0,наемный,1.0,0.0,16845,14,НСК,среднее_специальное,0
35.0,24937.0,наемный,1.0,3.0,4458,14,СПб,среднее_специальное,0
55.0,30225.0,наемный,0.0,3.0,7416,14,НСК,среднее,0
26.0,28361.0,пенсионер,0.0,3.0,11558,7,Москва,высшее,0
26.0,34708.0,наемный,1.0,2.0,9720,14,СПб,среднее,1
,37822.0,наемный,1.0,2.0,7073,30,ЕКБ,среднее,1
25.0,8953.0,студент,0.0,2.0,1592,14,НСК,среднее_специальное,1
68.0,5000.0,студент,0.0,4.0,1315,7,НСК,высшее,0
52.0,50320.0,ИП,0.0,1.0,16407,21,НСК,среднее,0
35.0,23876.0,наемный,0.0,1.0,6134,7,Москва,,0
22.0,38534.0,наемный,0.0,0.0,17796,7,НСК,среднее,0
31.0,21186.0,безработный,0.0,3.0,2151,7,Москва,среднее,0
45.0,23563.0,наемный,0.0,3.0,6145,14,ЕКБ,среднее,1
47.0,39759.0,,0.0,1.0,15789,14,НСК,среднее_специальное,0
21.0,42811.0,наемный,0.0,2.0,19537,7,СПб,высшее,0
56.0,30104.0,наемный,0.0,2.0,7326,7,НСК,среднее_специальное,0
37.0,54221.0,наемный,1.0,0.0,20031,14,НСК,высшее,0
42.0,36142.0,наемный,1.0,0.0,12004,21,НСК,среднее_специальное,0
45.0,38987.0,наемный,1.0,1.0,7041,30,НСК,,1
29.0,38387.0,наемный,0.0,1.0,14294,7,НСК,высшее,0
19.0,22292.0,наемный,0.0,2.0,4454,21,ЕКБ,неоконченное,0
60.0,50087.0,наемный,1.0,1.0,20714,7,СПб,высшее,0
31.0,5444.0,безработный,1.0,4.0,2429,7,СПб,среднее,1
39.0,22634.0,пенсионер,1.0,1.0,6594,14,ЕКБ,неоконченное,1
48.0,45976.0,наемный,0.0,3.0,5592,14,ЕКБ,неоконченное,0
40.0,54609.0,наемный,0.0,3.0,21567,21,ЕКБ,высшее,0
65.0,29200.0,наемный,1.0,2.0,8377,7,НСК,среднее_специальное,0
37.0,35535.0,наемный,1.0,2.0,4896,30,НСК,среднее,0
55.0,53824.0,наемный,1.0,1.0,12511,7,НСК,среднее,1
21.0,,наемный,0.0,1.0,9653,14,НСК,среднее_специальное,0
32.0,21711.0,безработный,0.0,5.0,8479,14,НСК,высшее,1
41.0,49488.0,ИП,0.0,,13343,30,СПб,среднее_специальное,0
42.0,36207.0,наемный,1.0,1.0,12122,30,НСК,среднее_специальное,0
18.0,38321.0,наемный,1.0,3.0,11513,7,ЕКБ,среднее_специальное,1
24.0,6421.0,безработный,0.0,2.0,2502,14,НСК,высшее,0
48.0,23254.0,наемный,0.0,3.0,9004,14,НСК,среднее,1
29.0,,безработный,0.0,0.0,2765,21,Москва,высшее,0
59.0,53542.0,наемный,0.0,3.0,8246,21,СПб,высшее,0
22.0,15591.0,безработный,0.0,1.0,4102,14,,высшее,0
61.0,23742.0,студент,1.0,,3894,7,НСК,высшее,1
67.0,11790.0,студент,1.0,1.0,5702,7,ЕКБ,среднее_специальное,0
59.0,32352.0,наемный,0.0,0.0,15530,30,СПб,среднее_специальное,0
55.0,52776.0,наемный,0.0,1.0,14918,14,НСК,среднее,0
29.0,42123.0,,0.0,3.0,4677,30,ЕКБ,высшее,1
56.0,19618.0,студент,0.0,1.0,4901,14,НСК,среднее,1
35.0,29316.0,наемный,1.0,1.0,13427,21,СПб,среднее_специальное,1
19.0,50387.0,наемный,1.0,1.0,10843,7,,высшее,0
27.0,50688.0,наемный,0.0,3.0,17679,30,Москва,среднее,0
32.0,42897.0,наемный,0.0,2.0,7445,30,Москва,среднее,0
47.0,31930.0,наемный,0.0,3.0,13731,14,,,0
61.0,39539.0,наемный,0.0,2.0,18059,7,ЕКБ,высшее,1
34.0,46112.0,наемный,0.0,3.0,15956,7,ЕКБ,среднее_специальное,0
21.0,42345.0,наемный,0.0,2.0,14799,30,Москва,среднее,0
24.0,16010.0,студент,1.0,3.0,4025,14,ЕКБ,среднее,1
58.0,25122.0,безработный,0.0,1.0,9617,14,НСК,среднее,0
48.0,18515.0,пенсионер,1.0,3.0,5394,30,Москва,среднее_специальное,1
68.0,28449.0,наемный,0.0,,11328,21,Москва,среднее,0
56.0,14624.0,безработный,1.0,2.0,7127,30,НСК,неоконченное,0
51.0,,наемный,1.0,0.0,15743,21,СПб,неоконченное,0
23.0,47858.0,наемный,0.0,,14689,14,СПб,высшее,0
67.0,29255.0,наемный,0.0,0.0,14380,30,Москва,высшее,0
55.0,50203.0,наемный,1.0,2.0,17211,14,НСК,среднее_специальное,0
62.0,53536.0,наемный,0.0,3.0,6742,21,Москва,среднее_специальное,0
68.0,10003.0,студент,0.0,0.0,3922,14,Москва,среднее_специальное,0
51.0,40607.0,наемный,1.0,1.0,17380,30,,среднее,0
61.0,32324.0,наемный,0.0,2.0,4975,30,Москва,среднее,0
32.0,34573.0,наемный,0.0,1.0,12851,7,Москва,среднее_специальное,0
31.0,35916.0,наемный,0.0,4.0,16821,14,НСК,неоконченное,1
23.0,54429.0,наемный,0.0,4.0,10916,21,СПб,неоконченное,0
67.0,39281.0,наемный,0.0,3.0,13119,7,,высшее,0
54.0,5000.0,безработный,0.0,2.0,1049,14,Москва,среднее_специальное,0
67.0,42553.0,наемный,1.0,1.0,17436,14,Москва,среднее,0
,,наемный,0.0,3.0,16035,14,ЕКБ,среднее_специальное,0
20.0,14745.0,безработный,0.0,2.0,3999,30,НСК,неоконченное,0
20.0,39692.0,пенсионер,0.0,2.0,4429,30,НСК,высшее,1
39.0,32775.0,пенсионер,1.0,6.0,15663,30,ЕКБ,среднее_специальное,1
39.0,49508.0,ИП,0.0,2.0,14807,7,Москва,высшее,0
27.0,34485.0,наемный,1.0,1.0,14540,7,Москва,высшее,1
68.0,42262.0,наемный,0.0,1.0,10851,14,НСК,среднее_специальное,0
20.0,5000.0,безработный,0.0,1.0,2198,21,СПб,среднее_специальное,1
29.0,28363.0,пенсионер,0.0,1.0,4651,14,НСК,среднее_специальное,0
46.0,22384.0,наемный,0.0,1.0,4311,14,ЕКБ,среднее,1
65.0,50234.0,наемный,0.0,1.0,11722,14,НСК,среднее_специальное,0
34.0,24072.0,безработный,1.0,0.0,3260,14,Москва,среднее,1
24.0,45047.0,наемный,1.0,4.0,12502,14,,высшее,0
30.0,33241.0,наемный,0.0,2.0,9785,14,НСК,среднее_специальное,0
19.0,41702.0,наемный,0.0,0.0,6085,21,ЕКБ,среднее_специальное,0
21.0,54866.0,ИП,1.0,2.0,14859,21,Москва,среднее,0
27.0,5000.0,студент,0.0,0.0,894,14,СПб,среднее,1
56.0,36612.0,наемный,0.0,0.0,16478,21,Москва,среднее,0
41.0,46982.0,наемный,0.0,1.0,14269,14,,среднее_специальное,0
34.0,40438.0,наемный,0.0,3.0,19442,30,НСК,,0
69.0,54507.0,наемный,0.0,,12894,14,СПб,,0
23.0,47657.0,наемный,0.0,5.0,11273,14,Москва,среднее_специальное,1
36.0,46586.0,наемный,0.0,,10970,14,Москва,высшее,0
22.0,23910.0,наемный,1.0,5.0,4956,14,НСК,,0
49.0,57148.0,ИП,0.0,1.0,23641,14,Москва,среднее_специальное,0
27.0,5000.0,безработный,0.0,,1065,7,ЕКБ,среднее,1
26.0,38169.0,наемный,0.0,3.0,8214,21,НСК,высшее,0
44.0,33067.0,наемный,1.0,3.0,3926,30,СПб,среднее_специальное,0
30.0,6223.0,студент,0.0,2.0,3025,21,НСК,среднее,1
36.0,50611.0,наемный,0.0,2.0,23003,14,НСК,,0
38.0,19752.0,безработный,0.0,0.0,4286,21,ЕКБ,высшее,0
41.0,50071.0,наемный,0.0,1.0,15437,30,Москва,среднее_специальное,0
55.0,5000.0,безработный,0.0,0.0,1465,14,ЕКБ,среднее,0
21.0,15579.0,безработный,0.0,2.0,2104,14,,среднее_специальное,1
41.0,69667.0,ИП,0.0,1.0,21769,14,ЕКБ,среднее_специальное,0
52.0,40062.0,пенсионер,1.0,0.0,5822,7,НСК,среднее,0
20.0,5000.0,студент,0.0,2.0,1368,14,ЕКБ,среднее_специальное,0
21.0,36485.0,наемный,1.0,2.0,4929,7,ЕКБ,высшее,1
54.0,50342.0,наемный,0.0,2.0,16893,30,,,0
57.0,38077.0,наемный,0.0,1.0,4554,21,ЕКБ,среднее,0
65.0,5895.0,безработный,1.0,1.0,2071,14,НСК,высшее,1
52.0,44500.0,ИП,1.0,1.0,17038,14,ЕКБ,высшее,1
48.0,30512.0,наемный,0.0,1.0,10018,14,Москва,среднее_специальное,0
61.0,23110.0,наемный,0.0,0.0,6650,21,ЕКБ,среднее,0
42.0,60584.0,ИП,1.0,5.0,7531,21,ЕКБ,среднее,1
57.0,48963.0,наемный,0.0,4.0,5118,7,СПб,высшее,0
30.0,27390.0,наемный,0.0,1.0,6490,21,Москва,высшее,0
21.0,17577.0,безработный,0.0,,7180,30,НСК,высшее,0
63.0,48452.0,наемный,0.0,1.0,17389,7,НСК,высшее,0
31.0,39972.0,наемный,0.0,5.0,6000,21,НСК,среднее,0
30.0,23893.0,наемный,1.0,1.0,8964,14,ЕКБ,среднее_специальное,1
44.0,43862.0,наемный,0.0,3.0,14472,7,НСК,среднее_специальное,0
23.0,39453.0,,1.0,1.0,6576,14,СПб,,0
34.0,38434.0,наемный,0.0,2.0,15455,14,,среднее,1
53.0,34531.0,наемный,0.0,1.0,14921,14,НСК,среднее_специальное,0
57.0,40867.0,наемный,0.0,3.0,7888,30,НСК,среднее_специальное,0
66.0,45098.0,наемный,1.0,0.0,15980,14,НСК,высшее,0
52.0,63906.0,наемный,0.0,0.0,16056,21,ЕКБ,,0
34.0,11123.0,студент,0.0,4.0,1372,14,ЕКБ,высшее,1
58.0,55111.0,наемный,1.0,1.0,24499,30,Москва,среднее_специальное,0
19.0,28577.0,пенсионер,1.0,1.0,12239,7,Москва,среднее_специальное,0
30.0,24004.0,пенсионер,0.0,1.0,5453,7,СПб,,0
69.0,41485.0,наемный,1.0,0.0,12968,30,ЕКБ,среднее_специальное,1
19.0,5000.0,безработный,,2.0,1524,14,НСК,высшее,1
69.0,43058.0,наемный,0.0,1.0,7362,30,Москва,высшее,0
45.0,40079.0,ИП,0.0,0.0,6343,14,НСК,среднее,0
60.0,31373.0,наемный,0.0,4.0,13732,21,НСК,высшее,1
43.0,26098.0,пенсионер,0.0,1.0,11664,21,Москва,среднее_специальное,0
39.0,51939.0,наемный,1.0,4.0,20259,30,Москва,среднее_специальное,1
64.0,29306.0,безработный,0.0,0.0,3783,7,Москва,среднее_специальное,0
60.0,37634.0,наемный,1.0,1.0,17449,7,НСК,среднее,0
20.0,26557.0,пенсионер,1.0,2.0,13074,14,НСК,среднее,0
52.0,49843.0,наемный,0.0,0.0,20447,7,НСК,среднее,0
29.0,46705.0,ИП,1.0,0.0,11272,21,НСК,неоконченное,1
41.0,44047.0,наемный,1.0,3.0,11553,30,НСК,среднее,1
22.0,31721.0,наемный,0.0,3.0,14206,30,НСК,высшее,0
37.0,58281.0,ИП,1.0,0.0,12359,14,ЕКБ,среднее,1
56.0,5409.0,студент,1.0,4.0,847,21,НСК,,1
56.0,44353.0,наемный,0.0,1.0,19032,21,СПб,высшее,0
30.0,15503.0,студент,1.0,2.0,2749,7,ЕКБ,среднее_специальное,1
58.0,68910.0,ИП,0.0,1.0,31899,14,Москва,высшее,0
62.0,28481.0,пенсионер,0.0,2.0,9634,30,СПб,высшее,0
29.0,41716.0,наемный,1.0,3.0,13438,14,ЕКБ,высшее,1
30.0,58540.0,наемный,1.0,0.0,24018,21,ЕКБ,среднее,0
,9756.0,пенсионер,1.0,1.0,1039,7,НСК,высшее,1
50.0,56956.0,наемный,0.0,2.0,21951,30,Москва,среднее_специальное,0
57.0,37101.0,наемный,0.0,3.0,12591,14,НСК,среднее,0
33.0,45708.0,наемный,0.0,1.0,14147,21,ЕКБ,среднее_специальное,0
62.0,36743.0,наемный,0.0,5.0,6868,14,ЕКБ,высшее,0
52.0,52974.0,ИП,0.0,0.0,22872,14,,высшее,0
20.0,19845.0,безработный,1.0,2.0,3974,14,СПб,среднее,1
22.0,50421.0,наемный,0.0,0.0,14920,14,ЕКБ,высшее,0
,44730.0,наемный,0.0,2.0,7301,21,НСК,среднее_специальное,0
28.0,34578.0,наемный,0.0,2.0,16925,14,ЕКБ,высшее,0
24.0,76113.0,наемный,0.0,3.0,13533,21,НСК,высшее,0
27.0,51985.0,наемный,0.0,1.0,21900,7,НСК,среднее_специальное,0
59.0,34333.0,пенсионер,0.0,3.0,7046,14,НСК,среднее_специальное,0
69.0,11470.0,безработный,0.0,2.0,2321,21,НСК,среднее_специальное,1
51.0,33748.0,наемный,0.0,3.0,9067,14,Москва,высшее,0
20.0,22201.0,пенсионер,0.0,1.0,9731,14,,высшее,0
25.0,50814.0,наемный,0.0,1.0,19056,7,ЕКБ,среднее,0
48.0,5093.0,безработный,0.0,3.0,2284,21,НСК,неоконченное,1
28.0,29317.0,наемный,0.0,,3485,7,СПб,среднее,1
62.0,65395.0,ИП,1.0,2.0,31538,14,Москва,высшее,0
,43191.0,наемный,0.0,1.0,5651,14,Москва,неоконченное,1
62.0,32296.0,наемный,1.0,3.0,12544,7,НСК,среднее,1
19.0,29087.0,наемный,1.0,0.0,5319,7,СПб,высшее,0
23.0,54378.0,наемный,0.0,6.0,23727,14,ЕКБ,среднее_специальное,1
58.0,43570.0,наемный,0.0,1.0,19386,30,НСК,среднее_специальное,0
49.0,26364.0,наемный,1.0,6.0,8449,21,НСК,среднее,0
37.0,27063.0,наемный,0.0,1.0,7067,21,ЕКБ,среднее_специальное,0
51.0,56384.0,ИП,0.0,2.0,23531,7,Москва,высшее,1
67.0,47328.0,наемный,0.0,,21279,14,ЕКБ,среднее_специальное,0
,65950.0,ИП,0.0,3.0,26070,14,ЕКБ,среднее,0
42.0,51316.0,наемный,1.0,0.0,23747,30,НСК,среднее_специальное,0
29.0,5000.0,студент,1.0,2.0,1753,21,Москва,высшее,1
24.0,12238.0,студент,0.0,2.0,4505,14,,высшее,0
56.0,54259.0,наемный,0.0,0.0,17837,14,Москва,среднее,0
34.0,73328.0,ИП,0.0,1.0,21651,21,СПб,среднее_специальное,0
62.0,43589.0,наемный,1.0,3.0,15776,30,,,0
28.0,,студент,0.0,5.0,10862,14,Москва,среднее_специальное,1
23.0,46092.0,наемный,1.0,1.0,18090,7,Москва,высшее,0
40.0,50427.0,наемный,0.0,2.0,23886,14,СПб,высшее,0
44.0,40444.0,наемный,1.0,,10079,21,НСК,среднее_специальное,1
63.0,32190.0,наемный,0.0,1.0,8513,14,СПб,среднее,0
23.0,31247.0,,1.0,2.0,3312,21,СПб,среднее_специальное,1
55.0,61816.0,ИП,0.0,1.0,19213,14,Москва,среднее,0
19.0,37884.0,наемный,1.0,2.0,5779,30,Москва,высшее,0
39.0,22314.0,наемный,0.0,1.0,8622,14,НСК,высшее,0
37.0,29742.0,наемный,0.0,,12248,14,НСК,неоконченное,1
42.0,36815.0,наемный,0.0,2.0,14324,7,НСК,высшее,1
32.0,47272.0,наемный,0.0,1.0,15063,30,НСК,среднее,0
66.0,24839.0,пенсионер,0.0,3.0,7791,14,СПб,среднее_специальное,0
46.0,39279.0,наемный,0.0,4.0,14086,21,СПб,высшее,0
,30130.0,наемный,0.0,,9698,7,НСК,высшее,1
54.0,40231.0,наемный,0.0,1.0,16097,30,НСК,среднее,0
66.0,53191.0,наемный,0.0,3.0,24351,30,Москва,неоконченное,0
69.0,61555.0,ИП,0.0,3.0,19356,14,Москва,среднее_специальное,0
50.0,24926.0,наемный,0.0,2.0,3592,14,,среднее_специальное,0
39.0,27484.0,наемный,0.0,1.0,4188,21,ЕКБ,среднее_специальное,0
67.0,45887.0,,0.0,1.0,11488,30,НСК,среднее,0
64.0,37756.0,наемный,0.0,1.0,11270,14,Москва,среднее_специальное,0
22.0,39254.0,наемный,1.0,3.0,7459,7,НСК,среднее,1
56.0,33872.0,наемный,0.0,3.0,9521,14,Москва,высшее,0
35.0,,ИП,0.0,3.0,10034,14,НСК,среднее,0
55.0,36990.0,наемный,0.0,,7262,21,Москва,,1
54.0,38133.0,наемный,1.0,3.0,15008,14,НСК,,0
47.0,31487.0,наемный,0.0,4.0,15561,30,НСК,среднее_специальное,0
68.0,49216.0,наемный,1.0,3.0,8587,30,СПб,среднее,0
48.0,37788.0,наемный,0.0,2.0,8904,14,ЕКБ,высшее,1
27.0,31078.0,пенсионер,0.0,0.0,7467,14,НСК,высшее,0
32.0,13064.0,пенсионер,0.0,1.0,2473,14,СПб,высшее,0
59.0,57338.0,наемный,0.0,1.0,10413,7,НСК,среднее,0
65.0,52773.0,наемный,0.0,1.0,8057,21,ЕКБ,,0
61.0,20902.0,наемный,,4.0,9677,21,СПб,неоконченное,0
35.0,31980.0,наемный,1.0,2.0,11504,14,СПб,среднее,1
40.0,19776.0,безработный,0.0,3.0,4275,21,НСК,среднее_специальное,1
50.0,5000.0,безработный,0.0,3.0,1016,7,СПб,высшее,0
33.0,8684.0,студент,1.0,2.0,2916,30,СПб,высшее,1
55.0,44266.0,наемный,1.0,3.0,16771,7,НСК,среднее_специальное,1
52.0,38152.0,наемный,0.0,1.0,7676,14,ЕКБ,высшее,0
51.0,30388.0,пенсионер,1.0,2.0,7258,30,,среднее_специальное,0
45.0,53066.0,ИП,0.0,1.0,11475,14,НСК,высшее,0
19.0,5000.0,пенсионер,0.0,2.0,675,30,НСК,высшее,0
47.0,49821.0,наемный,0.0,2.0,12684,7,Москва,среднее_специальное,0
30.0,49758.0,наемный,0.0,4.0,15596,7,НСК,высшее,0
58.0,65036.0,наемный,0.0,0.0,23552,7,ЕКБ,высшее,0
33.0,17928.0,наемный,0.0,2.0,4781,30,ЕКБ,среднее_специальное,1
22.0,47508.0,наемный,0.0,3.0,23437,7,Москва,среднее,0
45.0,40313.0,ИП,0.0,4.0,14123,21,ЕКБ,неоконченное,1
56.0,57564.0,наемный,1.0,1.0,26170,14,СПб,среднее_специальное,0
62.0,44878.0,наемный,0.0,5.0,20930,30,Москва,неоконченное,0
37.0,50480.0,ИП,0.0,,21633,14,СПб,среднее,1
41.0,47802.0,,1.0,1.0,9942,7,Москва,среднее,1
44.0,19469.0,пенсионер,1.0,2.0,5305,21,СПб,среднее,0
47.0,43004.0,наемный,1.0,0.0,4307,14,СПб,среднее_специальное,0
62.0,42059.0,наемный,0.0,,11800,14,НСК,среднее_специальное,0
44.0,27441.0,студент,0.0,0.0,5968,14,НСК,среднее,0
43.0,28149.0,студент,0.0,2.0,4074,30,НСК,среднее_специальное,0
24.0,34027.0,наемный,0.0,1.0,14816,7,СПб,среднее,1
59.0,25581.0,безработный,0.0,2.0,9449,7,ЕКБ,неоконченное,1
64.0,43548.0,наемный,0.0,3.0,21758,7,СПб,среднее_специальное,0
55.0,25873.0,наемный,1.0,2.0,7745,7,НСК,неоконченное,1
22.0,33037.0,наемный,0.0,1.0,7673,30,НСК,среднее_специальное,0
40.0,63361.0,наемный,0.0,2.0,13022,21,Москва,среднее_специальное,0
45.0,28578.0,пенсионер,0.0,2.0,7834,7,НСК,среднее,0
51.0,24997.0,безработный,1.0,1.0,5598,21,СПб,среднее,1
32.0,7879.0,студент,0.0,1.0,3910,21,Москва,среднее_специальное,0
49.0,9600.0,безработный,0.0,0.0,1661,14,ЕКБ,,1
43.0,40272.0,наемный,1.0,5.0,4335,7,НСК,среднее,0
65.0,57338.0,ИП,1.0,1.0,8715,21,СПб,,0
48.0,5000.0,студент,1.0,1.0,2283,30,СПб,среднее_специальное,0
,5000.0,безработный,1.0,2.0,1887,14,ЕКБ,среднее_специальное,1
26.0,22078.0,безработный,0.0,1.0,9131,14,Москва,высшее,1
